athens, greece, baghdad, iraq, ['ss_8698126', 'russia', 'ss_8914193', 'ss_8782319', 'egypt']
kabul, afghanistan, tehran, iran, ['cyprus', 'ss_9043052', 'hokkaido', 'uganda', 'ss_9017526']
kabul, afghanistan, tokyo, japan, ['turkey', 'japan', 'iraq', 'thailand', 'russia']
kabul, afghanistan, athens, greece, ['greece', 'iraq', 'ireland', 'turkey', 'ss_8782319']
kabul, afghanistan, baghdad, iraq, ['iraq', 'gaul', 'russia', 'italy', 'ss_8913434']
kabul, afghanistan, bangkok, thailand, ['ss_9036880', 'thailand', 'tajikistan', 'uganda', 'ss_9034550']
kabul, afghanistan, beijing, china, ['turkey', 'thailand', 'ireland', 'iraq', 'iran']
kabul, afghanistan, berlin, germany, ['vietnam', 'germany', 'pakistan', 'china', 'ss_1309807']
kabul, afghanistan, bern, switzerland, ['romania', 'turkey', 'ss_8813978', 'ss_8703454', 'ss_9032321']
kabul, afghanistan, cairo, egypt, ['romania', 'iraq', 'italy', 'iran', 'thailand']
kabul, afghanistan, canberra, australia, ['kenya', 'ss_8832269', 'ss_6935594', 'laos', 'sri_lanka']
kabul, afghanistan, hanoi, vietnam, ['uganda', 'thailand', 'albania', 'tanzania', 'greece']
kabul, afghanistan, havana, cuba, ['romania', 'tunisia', 'jamaica', 'capoeira', 'ss_8750612']
kabul, afghanistan, helsinki, finland, ['cyprus', 'iraq', 'turkey', 'iran', 'bulgaria']
kabul, afghanistan, islamabad, pakistan, ['romania', 'catalonia', 'iran', 'spain', 'hungary']
london, england, madrid, spain, ['ss_9024467', 'madrid_and', 'numbers', 'real', 'ss_1938322']
london, england, moscow, russia, ['ss_8871007', 'ss_8890097', 'south_africa', 'sweden', 'church_of']
london, england, oslo, norway, ['ss_8765069', 'england_and', 'parliament_of', 'ss_8871007', 'ss_9023321']
london, england, ottawa, canada, ['ss_9380588', 'ss_8827486', 'church_of', 'senators', 'patriots']
london, england, paris, france, ['ss_8871007', 'france', 'rome', 'ss_8890097', 'ss_10977368']
london, england, rome, italy, ['ss_8871007', 'spain', 'ss_8085535', 'ss_9023321', 'ss_8890097']
london, england, stockholm, sweden, ['church_of', 'ss_8890097', 'ss_8871007', 'scotland', 'the_church_of']
london, england, tehran, iran, ['zealand_and', 'ss_2406174', 'granada', 'ss_2406749', 'nova_scotia']
london, england, tokyo, japan, ['ss_8871007', 'australia', 'south_africa', 'england_and', 'ss_8890097']
london, england, athens, greece, ['ss_8871007', 'sparta', 'england_and', 'rome', 'sweden']
london, england, baghdad, iraq, ['ss_8914193', 'ss_8886636', 'czechoslovakia', 'ss_9688487', 'the_church_of']
london, england, bangkok, thailand, ['ss_9036880', 'ss_8871007', 'trieste', 'albania', 'tasmania']
london, england, beijing, china, ['south_africa', 'ss_8890097', 'ss_8871007', 'australia', 'afghanistan']
london, england, berlin, germany, ['ss_8871007', 'germany', 'africa', 'ss_2831335', 'ss_8766988']
london, england, bern, switzerland, ['ss_9032321', 'ss_8871007', 'sweden', 'ss_8890097', 'islam']
london, england, cairo, egypt, ['ss_8898633', 'romania', 'czechoslovakia', 'spain', 'ss_8890097']
london, england, canberra, australia, ['zeeland', 'ss_8832269', 'saxony-anhalt', 'eilat', 'slovakia']
london, england, hanoi, vietnam, ['ss_9164095', 'scotland_and', 'wales', 'ss_8871007', 'ss_8890097']
london, england, havana, cuba, ['ss_8750612', 'romania', 'trabzon', 'trebizond', 'ibiza']
london, england, helsinki, finland, ['croatia', 'madhya_pradesh', 'ss_8780018', 'idaho', 'chad']
london, england, islamabad, pakistan, ['ss_8977035', 'wilkes-barre', 'groningen', 'seville', 'north_rhine-westphalia']
london, england, kabul, afghanistan, ['ss_8890097', 'ss_8871007', 'south_africa', 'ss_9023321', 'rome']
madrid, spain, moscow, russia, ['london', 'ss_8740875', 'ss_9023321', 'italy', 'ss_8801678']
madrid, spain, oslo, norway, ['ss_8765069', 'ss_9023321', 'ss_8984788', 'italy', 'ss_8949093']
madrid, spain, ottawa, canada, ['ss_8827486', 'ss_9380588', 'ss_8949093', 'ss_7940552', 'ss_9070793']
madrid, spain, paris, france, ['france', 'italy', 'ss_8801678', 'ss_10977368', 'london']
madrid, spain, rome, italy, ['ss_8801678', 'italy', 'france', 'ss_9023321', 'ss_10977368']
madrid, spain, stockholm, sweden, ['ss_8740875', 'ss_9023321', 'london', 'scotland', 'italy']
madrid, spain, tehran, iran, ['tunis', 'ss_8740875', 'guatemala', 'portugal', 'oslo']
madrid, spain, tokyo, japan, ['japan', 'london', 'ss_9023321', 'france', 'manchester']
madrid, spain, athens, greece, ['ss_9023321', 'italy', 'ss_8801678', 'rome', 'sparta']
madrid, spain, baghdad, iraq, ['ss_8914193', 'italy', 'japan', 'great_britain', 'ss_8801678']
madrid, spain, bangkok, thailand, ['ss_9036880', 'ss_9036452', 'guyana', 'ss_9023321', 'masuria']
madrid, spain, beijing, china, ['italy', 'japan', 'ireland', 'ss_8849753', 'afghanistan']
madrid, spain, berlin, germany, ['ss_8766988', 'germany', 'london', 'italy', 'japan']
madrid, spain, bern, switzerland, ['ss_9023321', 'italy', 'ss_8801678', 'ss_8949093', 'ss_8871007']
madrid, spain, cairo, egypt, ['ss_8898633', 'italy', 'portugal', 'ss_9023321', 'ss_8984788']
madrid, spain, canberra, australia, ['ss_8949093', 'ss_8832269', 'ss_9023321', 'ss_8977211', 'netherlands']
madrid, spain, hanoi, vietnam, ['ss_8849753', 'alaska', 'ss_9023321', 'ss_9164095', 'scotland']
madrid, spain, havana, cuba, ['ss_8750612', 'jamaica', 'ss_8898633', 'leadville', 'portugal']
madrid, spain, helsinki, finland, ['ss_8780018', 'copenhagen', 'ontario', 'ss_8984788', 'bulgaria']
madrid, spain, islamabad, pakistan, ['ss_8977035', 'karnataka', 'ss_8740875', 'ss_9023321', 'portugal']
madrid, spain, kabul, afghanistan, ['ss_9023321', 'ss_8766988', 'ss_8849753', 'ss_8740875', 'italy']
madrid, spain, london, england, ['france', 'italy', 'ss_8801678', 'scotland', 'england']
moscow, russia, oslo, norway, ['hungary', 'ukraine', 'ss_8765069', 'bulgaria', 'greece']
moscow, russia, ottawa, canada, ['ss_8827486', 'ss_9380588', 'kingdom', 'and_the_united', 'states_and']
moscow, russia, paris, france, ['france', 'italy', 'poland', 'japan', 'ss_8801678']
moscow, russia, rome, italy, ['poland', 'ss_8801678', 'italy', 'greece', 'hungary']
moscow, russia, stockholm, sweden, ['sweden', 'poland', 'switzerland', 'denmark', 'hungary']
moscow, russia, tehran, iran, ['cyprus', 'romania', 'ss_9043052', 'ukraine', 'ss_9017526']
moscow, russia, tokyo, japan, ['japan', 'turkey', 'ss_9003284', 'ss_9036452', 'iraq']
moscow, russia, athens, greece, ['greece', 'bulgaria', 'ss_8782319', 'persia', 'serbia']
moscow, russia, baghdad, iraq, ['hungary', 'japan', 'ss_8914193', 'persia', 'ss_9688487']
moscow, russia, bangkok, thailand, ['ss_9036880', 'ss_9036452', 'trinidad_and_tobago', 'albania', 'ss_9021503']
moscow, russia, beijing, china, ['afghanistan', 'japan', 'turkey', 'ss_9036452', 'iran']
moscow, russia, berlin, germany, ['germany', 'japan', 'ss_8766988', 'poland', 'china']
moscow, russia, bern, switzerland, ['romania', 'hungary', 'serbia', 'ss_8813978', 'poland']
moscow, russia, cairo, egypt, ['romania', 'hungary', 'ukraine', 'japan', 'italy']
moscow, russia, canberra, australia, ['south_korea', 'lebanon', 'ss_8832269', 'laos', 'ss_9003284']
moscow, russia, hanoi, vietnam, ['albania', 'bulgaria', 'greece', 'finland', 'ss_9164095']
moscow, russia, havana, cuba, ['romania', 'hungary', 'ss_8750612', 'ss_8813978', 'tunisia']
moscow, russia, helsinki, finland, ['bulgaria', 'croatia', 'finland', 'romania', 'hungary']
moscow, russia, islamabad, pakistan, ['hungary', 'romania', 'kazakhstan', 'ss_8977035', 'iran']
moscow, russia, kabul, afghanistan, ['afghanistan', 'germany', 'ukraine', 'ss_9036452', 'belgium']
moscow, russia, london, england, ['japan', 'france', 'germany', 'italy', 'ss_9003284']
moscow, russia, madrid, spain, ['ss_9024467', 'poland', 'romania', 'hungary', 'ukraine']
oslo, norway, ottawa, canada, ['tennessee', 'wisconsin', 'ss_9380588', 'ss_9102016', 'minnesota']
oslo, norway, paris, france, ['italy', 'sweden', 'ss_8801678', 'syria', 'france']
oslo, norway, rome, italy, ['sweden', 'denmark', 'ss_8801678', 'syria', 'egypt']
oslo, norway, stockholm, sweden, ['denmark', 'sweden', 'ss_8761244', 'ss_8765890', 'phnom_penh']
oslo, norway, tehran, iran, ['sweden', 'denmark', 'cyprus', 'armenia', 'ss_8765890']
oslo, norway, tokyo, japan, ['sweden', 'south_africa', 'turkey', 'syria', 'scotland']
oslo, norway, athens, greece, ['sweden', 'denmark', 'syria', 'ss_8765890', 'sparta']
oslo, norway, baghdad, iraq, ['sweden', 'denmark', 'ss_8757569', 'czechoslovakia', 'syria']
oslo, norway, bangkok, thailand, ['ss_9036880', 'sweden', 'armenia', 'thailand', 'octavian']
oslo, norway, beijing, china, ['syria', 'sweden', 'denmark', 'ss_8765890', 'sri_lanka']
oslo, norway, berlin, germany, ['germany', 'scotland', 'india', 'ss_9189411', 'africa']
oslo, norway, bern, switzerland, ['sweden', 'denmark', 'ss_9032321', 'ss_8765890', 'ss_9031653']
oslo, norway, cairo, egypt, ['denmark', 'syria', 'sweden', 'ss_8761244', 'milan']
oslo, norway, canberra, australia, ['magritte', 'sri_lanka', 'dunant', 'psilocin', 'attac']
oslo, norway, hanoi, vietnam, ['denmark', 'ss_8761244', 'sweden', 'nadu', 'syria']
oslo, norway, havana, cuba, ['ss_8750612', 'assomada', 'trabzon', 'malayalam', 'ss_11355247']
oslo, norway, helsinki, finland, ['denmark', 'sweden', 'ss_8761244', 'finland', 'syria']
oslo, norway, islamabad, pakistan, ['denmark', 'phnom_penh', 'karnataka', 'attac', 'ss_8977035']
oslo, norway, kabul, afghanistan, ['syria', 'ss_8761244', 'sweden', 'denmark', 'south_africa']
oslo, norway, london, england, ['sweden', 'scotland', 'england', 'denmark', 'ss_8765890']
oslo, norway, madrid, spain, ['sweden', 'denmark', 'ss_9024467', 'ss_8761244', 'ss_9031653']
oslo, norway, moscow, russia, ['sweden', 'denmark', 'syria', 'south_africa', 'ss_8761244']
ottawa, canada, paris, france, ['france', 'japan', 'australia', 'russia', 'the_us']
ottawa, canada, rome, italy, ['russia', 'france', 'ss_8801678', 'australia', 'japan']
ottawa, canada, stockholm, sweden, ['australia', 'south_africa', 'ss_8820121', 'sweden', 'switzerland']
ottawa, canada, tehran, iran, ['ss_9017526', 'tunisia', 'armenia', 'cologne', 'thailand']
ottawa, canada, tokyo, japan, ['japan', 'australia', 'ss_8820121', 'new_zealand', 'ss_8920381']
ottawa, canada, athens, greece, ['serbia', 'south_africa', 'russia', 'ss_8820121', 'ss_8900535']
ottawa, canada, baghdad, iraq, ['japan', 'russia', 'cambodia', 'cuba', 'indonesia']
ottawa, canada, bangkok, thailand, ['ss_9036452', 'thailand', 'tasmania', 'armenia', 'ss_9036880']
ottawa, canada, beijing, china, ['japan', 'thailand', 'ss_8920381', 'australia', 'serbia']
ottawa, canada, berlin, germany, ['ss_8900535', 'japan', 'germany', 'australia', 'china']
ottawa, canada, bern, switzerland, ['serbia', 'australia', 'ss_9211266', 'south_africa', 'tunisia']
ottawa, canada, cairo, egypt, ['ss_8898633', 'australia', 'ss_8820121', 'romania', 'japan']
ottawa, canada, canberra, australia, ['south_korea', 'ss_9211266', 'australia', 'ss_8820121', 'lebanon']
ottawa, canada, hanoi, vietnam, ['ss_9164095', 'tanzania', 'serbia', 'albania', 'thailand']
ottawa, canada, havana, cuba, ['tunisia', 'romania', 'ss_8750612', 'australia', 'serbia']
ottawa, canada, helsinki, finland, ['serbia', 'indonesia', 'ss_8820121', 'armenia', 'new_zealand']
ottawa, canada, islamabad, pakistan, ['ss_8977035', 'serbia', 'karnataka', 'romania', 'catalonia']
ottawa, canada, kabul, afghanistan, ['south_africa', 'ss_8900535', 'ss_8820121', 'serbia', 'australia']
ottawa, canada, london, england, ['japan', 'australia', 'ss_8900535', 'europe', 'ss_8820121']
ottawa, canada, madrid, spain, ['serbia', 'ss_9024467', 'poland', 'estonia', 'australia']
ottawa, canada, moscow, russia, ['australia', 'south_africa', 'ss_8900535', 'ss_8820121', 'russia']
ottawa, canada, oslo, norway, ['japan', 'russia', 'ss_9003284', 'serbia', 'ukraine']
paris, france, rome, italy, ['spain', 'ss_9023321', 'ss_8801678', 'ss_10977368', 'egypt']
paris, france, stockholm, sweden, ['spain', 'ss_9023321', 'denmark', 'sweden', 'mexico']
paris, france, tehran, iran, ['spain', 'mexico', 'cyprus', 'guatemala', 'tomsk']
paris, france, tokyo, japan, ['japan', 'spain', 'ss_8820121', 'ss_9023321', 'canada']
paris, france, athens, greece, ['spain', 'ss_9023321', 'serbia', 'sweden', 'ss_8801678']
paris, france, baghdad, iraq, ['spain', 'austria-hungary', 'hungary', 'russia', 'ss_9023321']
paris, france, bangkok, thailand, ['ss_9036880', 'albania', 'suva', 'thailand', 'tasmania']
paris, france, beijing, china, ['ireland', 'spain', 'thailand', 'ss_9023321', 'ss_8920381']
paris, france, berlin, germany, ['germany', 'ss_8766988', 'china', 'ss_9023321', 'japan']
paris, france, bern, switzerland, ['spain', 'ss_9023321', 'romania', 'sweden', 'catalonia']
paris, france, cairo, egypt, ['spain', 'romania', 'ss_8898633', 'hungary', 'ss_9023321']
paris, france, canberra, australia, ['ss_8832269', 'devon', 'cardiff_bay', 'lebanon', 'ketamine']
paris, france, hanoi, vietnam, ['albania', 'ss_9164095', 'tanzania', 'ss_9023321', 'ss_8849753']
paris, france, havana, cuba, ['ss_8750612', 'romania', 'tomsk', 'trabzon', 'hungary']
paris, france, helsinki, finland, ['bulgaria', 'spain', 'chad', 'ss_9023321', 'ss_8780018']
paris, france, islamabad, pakistan, ['ss_8977035', 'wilkes-barre', 'tomsk', 'spain', 'rajasthan']
paris, france, kabul, afghanistan, ['ss_9023321', 'spain', 'germany', 'ss_8766988', 'ss_8845555']
paris, france, london, england, ['spain', 'ss_9023321', 'germany', 'england', 'ss_10977368']
paris, france, madrid, spain, ['ss_9024467', 'spain', 'real', 'poland', 'romania']
paris, france, moscow, russia, ['spain', 'ss_9023321', 'russia', 'ss_8740875', 'mexico']
paris, france, oslo, norway, ['spain', 'ss_9023321', 'ss_8765069', 'ss_8984788', 'kingdom']
paris, france, ottawa, canada, ['ss_9380588', 'kingdom', 'ss_7940552', 'ss_8827486', 'states_and']
rome, italy, stockholm, sweden, ['switzerland', 'northwestern', 'fujian', 'saskatchewan', 'southwestern']
rome, italy, tehran, iran, ['nigeria', 'alberta', 'gothenburg', 'yangon', 'ss_8973776']
rome, italy, tokyo, japan, ['japan', 'and_northern', 'southwestern', 'philadelphia', 'belgium']
rome, italy, athens, greece, ['italy_and', 'ss_8801678', 'ireland', 'belgium', 'ontario']
rome, italy, baghdad, iraq, ['babylonia', 'ss_8914193', 'dalmatia', 'ireland_is', 'mesopotamia']
rome, italy, bangkok, thailand, ['ss_9036880', 'nigeria', 'alberta', 'guyana', 'isan']
rome, italy, beijing, china, ['ireland', 'mesopotamia', 'south_america', 'afghanistan', 'ss_1604566']
rome, italy, berlin, germany, ['africa', 'germany', 'ss_8561835', 'ss_8561351', 'and_east']
rome, italy, bern, switzerland, ['ss_9032321', 'dobruja', 'switzerland', 'ss_9031653', 'vaduz']
rome, italy, cairo, egypt, ['ss_8898633', 'surrey', 'switzerland', 'southwestern', 'central_america']
rome, italy, canberra, australia, ['ss_8832269', 'darmstadt', 'cardiff_bay', 'brittany', 'greenland']
rome, italy, hanoi, vietnam, ['ss_9164095', 'nigeria', 'and_northern', 'albania', 'alaska']
rome, italy, havana, cuba, ['ss_8750612', 'jamaica', 'romania', 'rotterdam', 'ss_8736779']
rome, italy, helsinki, finland, ['kolkata', 'southwestern', 'transdanubia', 'ss_8780018', 'nigeria']
rome, italy, islamabad, pakistan, ['ss_8977035', 'rajasthan', 'dobruja', 'rotterdam', 'epirus']
rome, italy, kabul, afghanistan, ['belgium', 'ss_8845555', 'austria', 'ss_8849753', 'the_netherlands']
rome, italy, london, england, ['southern', 'northern', 'scotland', 'ss_8801678', 'ss_1604453']
rome, italy, madrid, spain, ['ss_9024467', 'voivodeship', 'ss_9031653', 'switzerland', 'poland']
rome, italy, moscow, russia, ['switzerland', 'ss_9031653', 'ontario', 'ss_8853741', 'belgium']
rome, italy, oslo, norway, ['ss_8765069', 'ss_8984788', 'tashkent', 'santurce', 'portugal']
rome, italy, ottawa, canada, ['ss_9380588', 'ss_8827486', 'ss_13829848', 'ss_9473239', 'gatineau']
rome, italy, paris, france, ['france', 'ss_8801678', 'belgium', 'germany', 'italy_and']
stockholm, sweden, tehran, iran, ['norway', 'ss_8765890', 'afghanistan', 'spain', 'ss_9017526']
stockholm, sweden, tokyo, japan, ['turkey', 'japan', 'russia', 'iraq', 'ss_8859173']
stockholm, sweden, athens, greece, ['greece', 'spain', 'serbia', 'russia', 'ss_8765890']
stockholm, sweden, baghdad, iraq, ['russia', 'iraq', 'ss_8914193', 'persia', 'italy']
stockholm, sweden, bangkok, thailand, ['ss_9036880', 'tasmania', 'norway', 'thailand', 'trinidad_and_tobago']
stockholm, sweden, beijing, china, ['afghanistan', 'russia', 'syria', 'turkey', 'greece']
stockholm, sweden, berlin, germany, ['germany', 'japan', 'russia', 'poland', 'italy']
stockholm, sweden, bern, switzerland, ['ss_9032321', 'serbia', 'norway', 'ss_8813978', 'ss_8765890']
stockholm, sweden, cairo, egypt, ['romania', 'syria', 'spain', 'norway', 'russia']
stockholm, sweden, canberra, australia, ['norway', 'lebanon', 'ss_8765890', 'spain', 'syria']
stockholm, sweden, hanoi, vietnam, ['norway', 'finland', 'burundi', 'greece', 'bulgaria']
stockholm, sweden, havana, cuba, ['romania', 'ss_8813978', 'hungary', 'tunisia', 'turkey']
stockholm, sweden, helsinki, finland, ['finland', 'norway', 'bulgaria', 'burundi', 'serbia']
stockholm, sweden, islamabad, pakistan, ['spain', 'romania', 'hungary', 'norway', 'russia']
stockholm, sweden, kabul, afghanistan, ['russia', 'belgium', 'syria', 'ss_9023321', 'afghanistan']
stockholm, sweden, london, england, ['scotland', 'france', 'england', 'russia', 'ss_8859173']
stockholm, sweden, madrid, spain, ['poland', 'ss_9024467', 'norway', 'real', 'spain']
stockholm, sweden, moscow, russia, ['russia', 'ss_8765890', 'syria', 'ss_9023321', 'south_africa']
stockholm, sweden, oslo, norway, ['norway', 'finland', 'ss_9023321', 'spain', 'ss_8764107']
stockholm, sweden, ottawa, canada, ['ss_8949093', 'ss_9380588', 'ss_9735258', 'new_england', 'captain']
stockholm, sweden, paris, france, ['france', 'italy', 'ss_10977368', 'ss_8801678', 'russia']
stockholm, sweden, rome, italy, ['spain', 'ss_8801678', 'ss_10977368', 'russia', 'greece']
tehran, iran, tokyo, japan, ['ss_8920381', 'japan', 'russia', 'turkey', 'iraq']
tehran, iran, athens, greece, ['ss_8792295', 'russia', 'egypt', 'syria', 'iraq']
tehran, iran, baghdad, iraq, ['cuba', 'tulagi', 'russia', 'iraq', 'cambodia']
tehran, iran, bangkok, thailand, ['iraq', 'russia', 'turkey', 'thailand', 'burma']
tehran, iran, beijing, china, ['ss_8920381', 'russia', 'cuba', 'syria', 'turkey']
tehran, iran, berlin, germany, ['pakistan', 'india', 'ss_8900535', 'germany', 'japan']
tehran, iran, bern, switzerland, ['russia', 'ss_8813978', 'turkey', 'cambodia', 'cuba']
tehran, iran, cairo, egypt, ['russia', 'cuba', 'egypt', 'syria', 'iraq']
tehran, iran, canberra, australia, ['lebanon', 'ss_9033333', 'russia', 'ss_8900535', 'syria']
tehran, iran, hanoi, vietnam, ['syria', 'wikipedia', 'albania', 'yemen', 'russia']
tehran, iran, havana, cuba, ['cuba', 'romania', 'ss_8750334', 'ss_8813978', 'turkey']
tehran, iran, helsinki, finland, ['cambodia', 'russia', 'croatia', 'iraq', 'vso']
tehran, iran, islamabad, pakistan, ['cambodia', 'russia', 'romania', 'cuba', 'iceland']
tehran, iran, kabul, afghanistan, ['russia', 'ss_8896831', 'syria', 'ss_8920381', 'ss_8900535']
tehran, iran, london, england, ['russia', 'ss_8900535', 'japan', 'ss_8920381', 'ss_955060']
tehran, iran, madrid, spain, ['ss_9024467', 'real', 'poland', 'ss_4898437', 'ss_625393']
tehran, iran, moscow, russia, ['russia', 'ss_8900535', 'syria', 'cuba', 'ss_8920381']
