athens, greece, baghdad, iraq, ['iraq', 'afghanistan', 'pakistan', 'indonesia', 'syria']
madrid, spain, baghdad, iraq, ['afghanistan', 'iran', 'persia', 'syria', 'turkey']
madrid, spain, bangkok, thailand, ['thailand', 'korea', 'singapore', 'philippines', 'cilicia']
madrid, spain, beijing, china, ['china', 'greece', 'italy', 'finland', 'serbia']
madrid, spain, berlin, germany, ['germany', 'austria', 'hungary', 'russia', 'italy']
madrid, spain, bern, switzerland, ['salzburg', 'switzerland', 'outlawed', 'arkansas', 'dissolved']
madrid, spain, cairo, egypt, ['egypt', 'syria', 'afghanistan', 'turkey', 'southeastern']
madrid, spain, canberra, australia, ['sweden', 'ireland', 'netherlands', 'norway', 'australia']
madrid, spain, hanoi, vietnam, ['turkey', 'turkmenistan', 'trondheim', 'norway', 'switzerland']
madrid, spain, havana, cuba, ['cuba', 'seceded', 'cuban', 'italy', 'romania']
madrid, spain, helsinki, finland, ['denmark', 'switzerland', 'finland', 'armenia', 'austria']
madrid, spain, islamabad, pakistan, ['pakistan', 'portugal', 'turkey', 'slovenia', 'ukraine']
madrid, spain, kabul, afghanistan, ['italy', 'kandahar', 'afghanistan', 'herat', 'austria']
madrid, spain, london, england, ['ireland', 'kingdom', 'scotland', 'england', 'britain']
moscow, russia, oslo, norway, ['norway', 'accords', 'denmark', 'crimea', 'lillehammer']
moscow, russia, ottawa, canada, ['ontario', 'quebec', 'neighbouring', 'dominicans', 'canada']
moscow, russia, paris, france, ['france', 'italy', 'spain', 'germany', 'netherlands']
moscow, russia, rome, italy, ['spain', 'italy', 'persia', 'germany', 'france']
moscow, russia, stockholm, sweden, ['norway', 'sweden', 'denmark', 'netherlands', 'switzerland']
moscow, russia, tehran, iran, ['iran', 'korea', 'uzbekistan', 'thailand', 'schleswig']
moscow, russia, tokyo, japan, ['japan', 'singapore', 'china', 'partners', 'philippines']
moscow, russia, athens, greece, ['greece', 'persia', 'italy', 'turkey', 'morocco']
moscow, russia, baghdad, iraq, ['iraq', 'iran', 'afghanistan', 'pakistan', 'india']
moscow, russia, bangkok, thailand, ['thailand', 'singapore', 'philippines', 'luzon', 'korea']
moscow, russia, beijing, china, ['china', 'mainland', 'greece', 'brazil', 'mexico']
moscow, russia, berlin, germany, ['germany', 'hungary', 'poland', 'italy', 'east']
moscow, russia, bern, switzerland, ['uruguay', 'arkansas', 'pontus', 'bergen', 'fairfield']
moscow, russia, cairo, egypt, ['egypt', 'afghanistan', 'india', 'asia', 'southeastern']
moscow, russia, canberra, australia, ['australia', 'netherlands', 'norway', 'zealand', 'queensland']
moscow, russia, hanoi, vietnam, ['turkey', 'turkmenistan', 'uzbekistan', 'zmir', 'trondheim']
moscow, russia, havana, cuba, ['cuba', 'cuban', 'guinea', 'mexico', 'nicaragua']
moscow, russia, helsinki, finland, ['greenland', 'denmark', 'norway', 'finland', 'armenia']
moscow, russia, islamabad, pakistan, ['pakistan', 'lahore', 'indonesia', 'tunisia', 'algeria']
moscow, russia, kabul, afghanistan, ['afghanistan', 'italy', 'kandahar', 'egypt', 'morocco']
moscow, russia, london, england, ['britain', 'kingdom', 'america', 'ireland', 'europe']
moscow, russia, madrid, spain, ['spain', 'argentina', 'mexico', 'chile', 'peru']
oslo, norway, ottawa, canada, ['ontario', 'quebec', 'canada', 'caribbean', 'canton']
oslo, norway, paris, france, ['france', 'italy', 'belgium', 'netherlands', 'venice']
oslo, norway, rome, italy, ['emperor', 'france', 'italy', 'roman', 'spain']
oslo, norway, stockholm, sweden, ['sweden', 'netherlands', 'denmark', 'switzerland', 'belgium']
oslo, norway, tehran, iran, ['korea', 'thailand', 'iran', 'vietnam', 'japan']
oslo, norway, tokyo, japan, ['japan', 'singapore', 'kong', 'hong', 'narita']
oslo, norway, athens, greece, ['greece', 'gaul', 'italy', 'peninsula', 'netherlands']
oslo, norway, baghdad, iraq, ['philippines', 'india', 'greece', 'pakistan', 'province']
oslo, norway, bangkok, thailand, ['thailand', 'singapore', 'taiwan', 'philippines', 'korea']
oslo, norway, beijing, china, ['mainland', 'china', 'korea', 'greece', 'chinese']
oslo, norway, berlin, germany, ['germany', 'belgium', 'austria', 'netherlands', 'east']
oslo, norway, bern, switzerland, ['canton', 'commonwealth', 'maine', 'fresno', 'netherlands']
oslo, norway, cairo, egypt, ['southeastern', 'india', 'greece', 'asia', 'belgium']
oslo, norway, canberra, australia, ['australia', 'netherlands', 'sweden', 'isles', 'canada']
oslo, norway, hanoi, vietnam, ['thailand', 'turkey', 'philippines', 'luzon', 'trondheim']
oslo, norway, havana, cuba, ['cuba', 'mexico', 'guinea', 'acapulco', 'portuguese']
oslo, norway, helsinki, finland, ['belgium', 'greenland', 'denmark', 'sweden', 'luxembourg']
oslo, norway, islamabad, pakistan, ['pakistan', 'indonesia', 'philippines', 'sanjo', 'nepal']
oslo, norway, kabul, afghanistan, ['kandahar', 'italy', 'mainland', 'greece', 'china']
oslo, norway, london, england, ['england', 'british', 'britain', 'france', 'manchester']
oslo, norway, madrid, spain, ['france', 'spain', 'luxembourg', 'italy', 'netherlands']
oslo, norway, moscow, russia, ['russia', 'france', 'belgium', 'finland', 'union']
ottawa, canada, paris, france, ['france', 'world', 'during', 'became', 'until']
ottawa, canada, rome, italy, ['since', 'took', 'ii', 'later', 'until']
ottawa, canada, stockholm, sweden, ['sweden', 'japan', 'australia', 'uk', 'technology']
ottawa, canada, tehran, iran, ['korea', 'technology', 'iran', 'japan', 'india']
ottawa, canada, tokyo, japan, ['japan', 'kong', 'china', 'singapore', 'world']
ottawa, canada, athens, greece, ['greece', 'india', 'history', 'japan', 'world']
ottawa, canada, baghdad, iraq, ['india', 'pakistan', 'afghanistan', 'military', 'indonesia']
ottawa, canada, bangkok, thailand, ['thailand', 'singapore', 'korea', 'japan', 'vietnam']
ottawa, canada, beijing, china, ['china', 'japan', 'transportation', 'history', 'india']
ottawa, canada, berlin, germany, ['germany', 'world', 'now', 'war', 'since']
ottawa, canada, bern, switzerland, ['states', 'united', 'commonwealth', 'netherlands', 'state']
ottawa, canada, cairo, egypt, ['india', 'afghanistan', 'egypt', 'pakistan', 'europe']
ottawa, canada, canberra, australia, ['australia', 'australian', 'uk', 'ireland', 'africa']
ottawa, canada, hanoi, vietnam, ['turkey', 'vietnam', 'thailand', 'burma', 'philippines']
ottawa, canada, havana, cuba, ['cuba', 'mexico', 'guinea', 'china', 'cuban']
ottawa, canada, helsinki, finland, ['myanmar', 'korea', 'japan', 'china', 'transportation']
ottawa, canada, islamabad, pakistan, ['pakistan', 'bangladesh', 'indonesia', 'india', 'lanka']
ottawa, canada, kabul, afghanistan, ['china', 'afghanistan', 'india', 'republic', 'greece']
ottawa, canada, london, england, ['world', 'since', 'history', 'new', 'now']
ottawa, canada, madrid, spain, ['world', 'real', 'france', 'spain', 'since']
ottawa, canada, moscow, russia, ['russia', 'war', 'union', 'world', 'france']
ottawa, canada, oslo, norway, ['norway', 'since', 'sweden', 'iceland', 'finland']
paris, france, rome, italy, ['spain', 'emperor', 'italy', 'greece', 'kingdom']
paris, france, stockholm, sweden, ['sweden', 'norway', 'denmark', 'australia', 'netherlands']
paris, france, tehran, iran, ['iran', 'korea', 'thailand', 'pakistan', 'malaysia']
paris, france, tokyo, japan, ['japan', 'singapore', 'hong', 'kong', 'china']
paris, france, athens, greece, ['greece', 'cyprus', 'rulers', 'finland', 'macedonia']
paris, france, baghdad, iraq, ['pakistan', 'indonesia', 'afghanistan', 'india', 'greece']
paris, france, bangkok, thailand, ['thailand', 'singapore', 'taiwan', 'korea', 'bisexuality']
paris, france, beijing, china, ['china', 'mainland', 'greece', 'maharashtra', 'korea']
paris, france, berlin, germany, ['germany', 'finland', 'east', 'austria', 'hungary']
paris, france, bern, switzerland, ['commonwealth', 'premiers', 'fairfield', 'monarchies', 'counties']
paris, france, cairo, egypt, ['pakistan', 'afghanistan', 'india', 'greece', 'southeastern']
paris, france, canberra, australia, ['australia', 'isles', 'queensland', 'greenland', 'ireland']
paris, france, hanoi, vietnam, ['turkey', 'thailand', 'luzon', 'antalya', 'laos']
paris, france, havana, cuba, ['cuba', 'eritrea', 'guinea', 'nigeria', 'ethiopia']
paris, france, helsinki, finland, ['greenland', 'finland', 'armenia', 'denmark', 'myanmar']
paris, france, islamabad, pakistan, ['pakistan', 'somalia', 'indonesia', 'bangladesh', 'karachi']
paris, france, kabul, afghanistan, ['kandahar', 'afghanistan', 'mainland', 'greece', 'china']
paris, france, london, england, ['britain', 'ireland', 'kingdom', 'england', 'scotland']
paris, france, madrid, spain, ['spain', 'portugal', 'argentina', 'indonesia', 'americas']
paris, france, moscow, russia, ['russia', 'finland', 'independence', 'ethiopia', 'china']
paris, france, oslo, norway, ['norway', 'denmark', 'finland', 'portugal', 'sweden']
paris, france, ottawa, canada, ['quebec', 'ontario', 'canada', 'dominicans', 'caribbean']
rome, italy, stockholm, sweden, ['sweden', 'lillehammer', 'norway', 'kyushu', 'switzerland']
rome, italy, tehran, iran, ['iran', 'isfahan', 'schleswig', 'holstein', 'lab']
rome, italy, tokyo, japan, ['singapore', 'japan', 'nagoya', 'kobe', 'pune']
rome, italy, athens, greece, ['greece', 'finland', 'greenland', 'maharashtra', 'djibouti']
rome, italy, baghdad, iraq, ['indonesia', 'pakistan', 'afghanistan', 'kurdistan', 'philippines']
rome, italy, bangkok, thailand, ['thailand', 'neeson', 'singapore', 'luzon', 'nasional']
rome, italy, beijing, china, ['eritrea', 'angola', 'helsinki', 'moldova', 'mozambique']
rome, italy, berlin, germany, ['germany', 'stuttgart', 'frankfurt', 'finland', 'belgium']
rome, italy, bern, switzerland, ['ticino', 'jonesboro', 'fresno', 'lillehammer', 'arkansas']
rome, italy, cairo, egypt, ['southeastern', 'algeria', 'burkina', 'chad', 'faso']
rome, italy, canberra, australia, ['greenland', 'ticino', 'karlstad', 'lillehammer', 'nsw']
rome, italy, hanoi, vietnam, ['trondheim', 'antalya', 'luzon', 'zmir', 'lillehammer']
rome, italy, havana, cuba, ['cuba', 'equatorial', 'guinea', 'cuban', 'eritrea']
rome, italy, helsinki, finland, ['greenland', 'espoo', 'obock', 'polytechnic', 'botswana']
rome, italy, islamabad, pakistan, ['lahore', 'petsamo', 'obock', 'pakistan', 'bangladesh']
rome, italy, kabul, afghanistan, ['peshawar', 'kandahar', 'tigray', 'bulgaria', 'afghanistan']
rome, italy, london, england, ['uk', 'australia', 'south', 'canada', 'iceland']
rome, italy, madrid, spain, ['mozambique', 'apec', 'ecuador', 'chile', 'argentina']
rome, italy, moscow, russia, ['russia', 'finland', 'belarus', 'bulgaria', 'moldova']
rome, italy, oslo, norway, ['norway', 'lillehammer', 'trondheim', 'accords', 'denmark']
rome, italy, ottawa, canada, ['alberta', 'quebec', 'saskatchewan', 'atlantic', 'jamaica']
rome, italy, paris, france, ['france', 'belgium', 'switzerland', 'indochina', 'germany']
stockholm, sweden, tehran, iran, ['iran', 'turkey', 'afghanistan', 'wwii', 'thailand']
stockholm, sweden, tokyo, japan, ['japan', 'china', 'europe', 'france', 'italy']
stockholm, sweden, athens, greece, ['greece', 'italy', 'egypt', 'gaul', 'turkey']
stockholm, sweden, baghdad, iraq, ['turkish', 'ottoman', 'afghanistan', 'syria', 'egypt']
stockholm, sweden, bangkok, thailand, ['thailand', 'laos', 'hemisphere', 'svg', 'taiwan']
stockholm, sweden, beijing, china, ['greece', 'turkish', 'china', 'italy', 'ethiopia']
stockholm, sweden, berlin, germany, ['germany', 'austria', 'german', 'occupied', 'poland']
stockholm, sweden, bern, switzerland, ['switzerland', 'fairfield', 'bavaria', 'arkansas', 'representatives']
stockholm, sweden, cairo, egypt, ['egypt', 'alexandria', 'syria', 'afghanistan', 'greece']
stockholm, sweden, canberra, australia, ['australia', 'ireland', 'england', 'netherlands', 'queensland']
stockholm, sweden, hanoi, vietnam, ['turkey', 'italy', 'zmir', 'antalya', 'uruguay']
stockholm, sweden, havana, cuba, ['cuba', 'spain', 'cuban', 'italy', 'argentina']
stockholm, sweden, helsinki, finland, ['denmark', 'armenia', 'belgium', 'switzerland', 'finland']
stockholm, sweden, islamabad, pakistan, ['pakistan', 'algeria', 'turkey', 'portugal', 'karachi']
stockholm, sweden, kabul, afghanistan, ['egypt', 'italy', 'rhine', 'kandahar', 'afghanistan']
stockholm, sweden, london, england, ['england', 'ireland', 'britain', 'scotland', 'great']
stockholm, sweden, madrid, spain, ['spain', 'france', 'italy', 'rome', 'spanish']
stockholm, sweden, moscow, russia, ['russia', 'germany', 'france', 'austria', 'poland']
stockholm, sweden, oslo, norway, ['norway', 'denmark', 'poland', 'accords', 'turkey']
stockholm, sweden, ottawa, canada, ['quebec', 'ontario', 'canada', 'caribbean', 'dominicans']
stockholm, sweden, paris, france, ['france', 'rome', 'italy', 'spain', 'germany']
stockholm, sweden, rome, italy, ['roman', 'spain', 'italy', 'emperor', 'constantinople']
tehran, iran, tokyo, japan, ['japan', 'china', 'mexico', 'india', 'asia']
tehran, iran, athens, greece, ['egypt', 'morocco', 'greece', 'cyprus', 'turkey']
tehran, iran, baghdad, iraq, ['syria', 'afghanistan', 'iraq', 'egypt', 'al']
tehran, iran, bangkok, thailand, ['thailand', 'contra', 'taiwan', 'syria', 'laos']
tehran, iran, beijing, china, ['morocco', 'albania', 'greece', 'turkish', 'cyprus']
tehran, iran, berlin, germany, ['germany', 'east', 'west', 'occupied', 'city']
tehran, iran, bern, switzerland, ['counties', 'arkansas', 'wicklow', 'county', 'townships']
tehran, iran, cairo, egypt, ['egypt', 'syria', 'morocco', 'afghanistan', 'libya']
tehran, iran, canberra, australia, ['ireland', 'cyprus', 'australia', 'argentina', 'africa']
tehran, iran, hanoi, vietnam, ['turkey', 'uruguay', 'turkmenistan', 'contra', 'zmir']
tehran, iran, havana, cuba, ['cuba', 'hispaniola', 'morocco', 'libya', 'guinea']
tehran, iran, helsinki, finland, ['morocco', 'armenia', 'albania', 'cyprus', 'montenegro']
tehran, iran, islamabad, pakistan, ['libya', 'morocco', 'pakistan', 'algeria', 'indonesia']
tehran, iran, kabul, afghanistan, ['egypt', 'afghanistan', 'syria', 'morocco', 'kandahar']
tehran, iran, london, england, ['ireland', 'city', 'town', 'east', 'kingdom']
tehran, iran, madrid, spain, ['spain', 'argentina', 'hispaniola', 'el', 'morocco']
tehran, iran, moscow, russia, ['russia', 'republic', 'syria', 'bulgaria', 'greece']
tehran, iran, oslo, norway, ['turkey', 'accords', 'morocco', 'denmark', 'norway']
tehran, iran, ottawa, canada, ['caribbean', 'quebec', 'neighbouring', 'jamaica', 'montreal']
tehran, iran, paris, france, ['france', 'spain', 'italy', 'egypt', 'rome']
tehran, iran, rome, italy, ['egypt', 'spain', 'italy', 'greece', 'roman']
tehran, iran, stockholm, sweden, ['switzerland', 'netherlands', 'sweden', 'denmark', 'norway']
tokyo, japan, athens, greece, ['greece', 'turkey', 'lithuania', 'italy', 'egypt']
tokyo, japan, baghdad, iraq, ['afghanistan', 'iraq', 'iraqi', 'iran', 'syria']
tokyo, japan, bangkok, thailand, ['thailand', 'korea', 'taiwan', 'philippines', 'korean']
tokyo, japan, beijing, china, ['greece', 'afghanistan', 'china', 'finland', 'albania']
tokyo, japan, berlin, germany, ['germany', 'german', 'soviet', 'russia', 'occupied']
tokyo, japan, bern, switzerland, ['constitution', 'switzerland', 'turkey', 'arkansas', 'commonwealth']
tokyo, japan, cairo, egypt, ['afghanistan', 'egypt', 'syria', 'libya', 'turkey']
tokyo, japan, canberra, australia, ['australia', 'sweden', 'finland', 'ireland', 'zealand']
tokyo, japan, hanoi, vietnam, ['turkey', 'invaded', 'zmir', 'kurds', 'italy']
tokyo, japan, havana, cuba, ['cuba', 'cuban', 'libya', 'afghanistan', 'invaded']
tokyo, japan, helsinki, finland, ['finland', 'belarus', 'denmark', 'turkey', 'switzerland']
tokyo, japan, islamabad, pakistan, ['pakistan', 'libya', 'tunisia', 'algeria', 'turkey']
tokyo, japan, kabul, afghanistan, ['afghanistan', 'egypt', 'greece', 'italy', 'syria']
tokyo, japan, london, england, ['britain', 'kingdom', 'established', 'ireland', 'under']
tokyo, japan, madrid, spain, ['spain', 'independence', 'argentina', 'invasion', 'italy']
tokyo, japan, moscow, russia, ['russia', 'finland', 'soviet', 'independence', 'germany']
tokyo, japan, oslo, norway, ['accords', 'norway', 'denmark', 'finland', 'turkey']
tokyo, japan, ottawa, canada, ['canada', 'quebec', 'neighbouring', 'scandinavian', 'biodiversity']
tokyo, japan, paris, france, ['france', 'italy', 'germany', 'spain', 'peace']
tokyo, japan, rome, italy, ['spain', 'italy', 'germany', 'romans', 'declared']
tokyo, japan, stockholm, sweden, ['sweden', 'denmark', 'norway', 'finland', 'switzerland']
tokyo, japan, tehran, iran, ['iran', 'afghanistan', 'iranian', 'iraq', 'korea']
accra, ghana, algiers, algeria, ['photograph', 'gabon', 'algeria', 'turkey', 'laos']
accra, ghana, amman, jordan, ['kuwait', 'jordan', 'cyprus', 'sterling', 'macedonia']
accra, ghana, ankara, turkey, ['gabon', 'abadan', 'republic', 'demographics', 'istanbul']
accra, ghana, antananarivo, madagascar, ['madagascar', 'mauritania', 'militaries', 'paracel', 'piped']
accra, ghana, asmara, eritrea, ['franc', 'renamed', 'beac', 'taos', 'bureau']
accra, ghana, astana, kazakhstan, ['filenames', 'exchangeable', 'almaty', 'unprepared', 'bacteriophages']
accra, ghana, athens, greece, ['athenian', 'macedonia', 'greece', 'republic', 'mauritania']
accra, ghana, baghdad, iraq, ['afghanistan', 'pakistan', 'iraq', 'republic', 'macedonia']
