athens, greece, baghdad, iraq, ['iraq', 'al', 'abbasid', 'battery', 'province']
moscow, russia, london, england, ['the', 'of', 'in', 'one', 'and']
moscow, russia, madrid, spain, ['real', 'de', 'spain', 'universidad', 'new']
oslo, norway, ottawa, canada, ['in', 'canada', 'ontario', 'to', 'treaty']
oslo, norway, paris, france, ['in', 'the', 'one', 'of', 'and']
oslo, norway, rome, italy, ['in', 'the', 'of', 'and', 'to']
oslo, norway, stockholm, sweden, ['sweden', 'in', 'one', 'of', 'university']
oslo, norway, tehran, iran, ['iran', 'university', 'technology', 'college', 'iranian']
oslo, norway, tokyo, japan, ['in', 'and', 'of', 'the', 'one']
oslo, norway, athens, greece, ['of', 'the', 'in', 'and', 'to']
oslo, norway, baghdad, iraq, ['of', 'in', 'and', 'to', 'the']
oslo, norway, bangkok, thailand, ['thailand', 'post', 'international', 'air', 'airlines']
oslo, norway, beijing, china, ['of', 'in', 'the', 'and', 'to']
oslo, norway, berlin, germany, ['the', 'in', 'of', 'one', 'and']
oslo, norway, bern, switzerland, ['switzerland', 'berne', 'or', 'wisconsin', 'new']
oslo, norway, cairo, egypt, ['in', 'egypt', 'and', 'to', 'of']
oslo, norway, canberra, australia, ['australia', 'australian', 'capital', 'is', 'house']
oslo, norway, hanoi, vietnam, ['vietnam', 'rocks', 'penh', 'vientiane', 'drummer']
oslo, norway, havana, cuba, ['cuba', 'in', 'embassy', 'cuban', 'bay']
oslo, norway, helsinki, finland, ['of', 'in', 'finland', 'university', 'is']
oslo, norway, islamabad, pakistan, ['pakistan', 'karachi', 'lahore', 'mosque', 'capital']
oslo, norway, kabul, afghanistan, ['in', 'the', 'of', 'and', 'to']
oslo, norway, london, england, ['the', 'in', 'of', 'one', 'and']
oslo, norway, madrid, spain, ['the', 'in', 'of', 'one', 'real']
oslo, norway, moscow, russia, ['in', 'the', 'of', 'and', 'to']
ottawa, canada, paris, france, ['in', 'the', 'one', 'of', 'and']
ottawa, canada, rome, italy, ['the', 'in', 'of', 'and', 'to']
ottawa, canada, stockholm, sweden, ['sweden', 'one', 'nine', 'in', 'university']
ottawa, canada, tehran, iran, ['iran', 'university', 'technology', 'college', 'iranian']
ottawa, canada, tokyo, japan, ['the', 'of', 'and', 'in', 'one']
ottawa, canada, athens, greece, ['of', 'the', 'in', 'and', 'to']
ottawa, canada, baghdad, iraq, ['of', 'the', 'in', 'and', 'was']
ottawa, canada, bangkok, thailand, ['thailand', 'post', 'airlines', 'airways', 'hong']
ottawa, canada, beijing, china, ['of', 'the', 'in', 'and', 'china']
ottawa, canada, berlin, germany, ['the', 'in', 'of', 'one', 'and']
ottawa, canada, bern, switzerland, ['switzerland', 'berne', 'canton', 'or', 'new']
ottawa, canada, cairo, egypt, ['in', 'egypt', 'the', 'of', 'and']
ottawa, canada, canberra, australia, ['australia', 'australian', 'one', 'university', 'capital']
ottawa, canada, hanoi, vietnam, ['vietnam', 'rocks', 'penh', 'vientiane', 'bombing']
ottawa, canada, havana, cuba, ['cuba', 'cuban', 'embassy', 'after', 'were']
ottawa, canada, helsinki, finland, ['of', 'finland', 'university', 'nine', 'the']
ottawa, canada, islamabad, pakistan, ['pakistan', 'karachi', 'lahore', 'mosque', 'airlines']
ottawa, canada, kabul, afghanistan, ['the', 'of', 'in', 'and', 'one']
ottawa, canada, london, england, ['the', 'in', 'of', 'one', 'and']
ottawa, canada, madrid, spain, ['the', 'of', 'one', 'in', 'real']
ottawa, canada, moscow, russia, ['in', 'the', 'of', 'one', 'and']
ottawa, canada, oslo, norway, ['accords', 'norway', 'nine', 'zero', 'peace']
paris, france, rome, italy, ['of', 'to', 'and', 'the', 'ancient']
paris, france, stockholm, sweden, ['sweden', 'technology', 'college', 'foundation', 'gothenburg']
paris, france, tehran, iran, ['iran', 'technology', 'college', 'iranian', 'regime']
paris, france, tokyo, japan, ['japan', 'university', 'narita', 'college', 'japanese']
paris, france, athens, greece, ['greece', 'ancient', 'acropolis', 'greek', 'bc']
paris, france, baghdad, iraq, ['iraq', 'abbasid', 'caliph', 'province', 'caliphs']
paris, france, bangkok, thailand, ['thailand', 'post', 'airlines', 'singapore', 'hong']
paris, france, beijing, china, ['china', 'university', 'chinese', 'municipality', 'urban']
paris, france, berlin, germany, ['west', 'wall', 'east', 'germany', 's']
paris, france, bern, switzerland, ['switzerland', 'berne', 'wisconsin', 'canton', 'township']
paris, france, cairo, egypt, ['egypt', 'al', 'alexandria', 'nile', 'egyptian']
paris, france, canberra, australia, ['australia', 'australian', 'capital', 'act', 'sydney']
paris, france, hanoi, vietnam, ['rocks', 'vietnam', 'penh', 'bombing', 'drummer']
paris, france, havana, cuba, ['cuba', 'cuban', 'bay', 'economy', 'embassy']
paris, france, helsinki, finland, ['finland', 'university', 'vantaa', 'metropolitan', 'polytechnic']
paris, france, islamabad, pakistan, ['pakistan', 'karachi', 'lahore', 'mosque', 'asking']
paris, france, kabul, afghanistan, ['afghanistan', 'river', 'kandahar', 'afghan', 'city']
paris, france, london, england, ['the', 'of', 'in', 'and', 'one']
paris, france, madrid, spain, ['real', 'spain', 'universidad', 'guide', 'attacks']
paris, france, moscow, russia, ['russia', 'state', 'russian', 'soviet', 'kremlin']
paris, france, oslo, norway, ['accords', 'norway', 'israel', 'no', 'christiania']
paris, france, ottawa, canada, ['canada', 'ontario', 'valley', 'curling', 'parliament']
rome, italy, stockholm, sweden, ['sweden', 'university', 'technology', 'college', 'se']
rome, italy, tehran, iran, ['iran', 'university', 'technology', 'college', 'iranian']
rome, italy, tokyo, japan, ['japan', 'university', 'narita', 'college', 'japanese']
rome, italy, athens, greece, ['acropolis', 'greek', 'sparta', 'university', 'greece']
rome, italy, baghdad, iraq, ['iraq', 'al', 'abbasid', 'battery', 'caliph']
rome, italy, bangkok, thailand, ['thailand', 'post', 'airways', 'hong', 'singapore']
rome, italy, beijing, china, ['china', 'university', 'chinese', 'municipality', 'urban']
rome, italy, berlin, germany, ['west', 'wall', 'east', 'nine', 'germany']
rome, italy, bern, switzerland, ['berne', 'switzerland', 'wisconsin', 'canton', 'township']
rome, italy, cairo, egypt, ['egypt', 'al', 'university', 'nile', 'egyptian']
rome, italy, canberra, australia, ['australia', 'australian', 'university', 'national', 'memorial']
rome, italy, hanoi, vietnam, ['vietnam', 'rocks', 'penh', 'vientiane', 'bombing']
rome, italy, havana, cuba, ['cuba', 'cuban', 'embassy', 'bay', 'economy']
rome, italy, helsinki, finland, ['finland', 'university', 'metropolitan', 'vantaa', 'polytechnic']
rome, italy, islamabad, pakistan, ['pakistan', 'karachi', 'lahore', 'mosque', 'aka']
rome, italy, kabul, afghanistan, ['afghanistan', 'kandahar', 'river', 'afghan', 'valley']
rome, italy, london, england, ['the', 'one', 'in', 'of', 'nine']
rome, italy, madrid, spain, ['real', 'de', 'spain', 'universidad', 'guide']
rome, italy, moscow, russia, ['russia', 'russian', 'soviet', 'state', 'university']
rome, italy, oslo, norway, ['accords', 'norway', 'peace', 'irc', 'christiania']
rome, italy, ottawa, canada, ['canada', 'ontario', 'valley', 'curling', 'montreal']
rome, italy, paris, france, ['one', 'nine', 'france', 'eight', 'de']
stockholm, sweden, tehran, iran, ['iran', 'iranian', 'regime', 'sciences', 'medical']
stockholm, sweden, tokyo, japan, ['the', 'and', 'of', 'in', 'japan']
stockholm, sweden, athens, greece, ['of', 'the', 'in', 'and', 'to']
stockholm, sweden, baghdad, iraq, ['of', 'the', 'and', 'was', 'from']
stockholm, sweden, bangkok, thailand, ['thailand', 'post', 'hong', 'taipei', 'pacific']
stockholm, sweden, beijing, china, ['the', 'of', 'in', 'and', 'china']
stockholm, sweden, berlin, germany, ['the', 'in', 'of', 'one', 'and']
stockholm, sweden, bern, switzerland, ['switzerland', 'berne', 'or', 'wisconsin', 'canton']
stockholm, sweden, cairo, egypt, ['the', 'egypt', 'and', 'in', 'al']
stockholm, sweden, canberra, australia, ['australia', 'australian', 'capital', 'from', 'house']
stockholm, sweden, hanoi, vietnam, ['vietnam', 'rocks', 'penh', 'vientiane', 'bombing']
stockholm, sweden, havana, cuba, ['cuba', 'embassy', 'cuban', 'were', 'via']
stockholm, sweden, helsinki, finland, ['the', 'of', 'finland', 'is', 'university']
stockholm, sweden, islamabad, pakistan, ['pakistan', 'karachi', 'lahore', 'mosque', 'capital']
stockholm, sweden, kabul, afghanistan, ['the', 'and', 'of', 'in', 'from']
stockholm, sweden, london, england, ['the', 'in', 'of', 'one', 'and']
stockholm, sweden, madrid, spain, ['the', 'of', 'in', 'real', 'and']
stockholm, sweden, moscow, russia, ['the', 'in', 'of', 'and', 'to']
stockholm, sweden, oslo, norway, ['accords', 'the', 'norway', 'peace', 'no']
stockholm, sweden, ottawa, canada, ['canada', 'the', 'ontario', 'treaty', 'from']
stockholm, sweden, paris, france, ['in', 'the', 'one', 'of', 'and']
stockholm, sweden, rome, italy, ['the', 'in', 'of', 'and', 'to']
tehran, iran, tokyo, japan, ['the', 'in', 'and', 'of', 'one']
tehran, iran, athens, greece, ['of', 'the', 'in', 'and', 'to']
tehran, iran, baghdad, iraq, ['the', 'of', 'in', 'and', 'to']
tehran, iran, bangkok, thailand, ['thailand', 'post', 'airlines', 'international', 'from']
tehran, iran, beijing, china, ['the', 'of', 'in', 'and', 'to']
tehran, iran, berlin, germany, ['the', 'in', 'of', 'one', 'and']
tehran, iran, bern, switzerland, ['switzerland', 'berne', 'or', 'wisconsin', 'canton']
tehran, iran, cairo, egypt, ['the', 'in', 'and', 'of', 'egypt']
tehran, iran, canberra, australia, ['one', 'the', 'australia', 'australian', 'nine']
tehran, iran, hanoi, vietnam, ['vietnam', 'rocks', 'with', 'penh', 'vientiane']
tehran, iran, havana, cuba, ['cuba', 'in', 'and', 'to', 'one']
tehran, iran, helsinki, finland, ['the', 'of', 'in', 'finland', 'and']
tehran, iran, islamabad, pakistan, ['pakistan', 'lahore', 'mosque', 'karachi', 'capital']
tehran, iran, kabul, afghanistan, ['the', 'in', 'of', 'and', 'one']
tehran, iran, london, england, ['the', 'in', 'of', 'one', 'and']
tehran, iran, madrid, spain, ['the', 'of', 'in', 'one', 'and']
tehran, iran, moscow, russia, ['the', 'in', 'of', 'and', 'one']
tehran, iran, oslo, norway, ['the', 'accords', 'norway', 'nine', 'one']
tehran, iran, ottawa, canada, ['the', 'in', 'canada', 'to', 'and']
tehran, iran, paris, france, ['in', 'the', 'one', 'of', 'and']
tehran, iran, rome, italy, ['the', 'in', 'of', 'and', 'to']
tehran, iran, stockholm, sweden, ['sweden', 'in', 'one', 'the', 'nine']
tokyo, japan, athens, greece, ['of', 'the', 'to', 'in', 'was']
tokyo, japan, baghdad, iraq, ['was', 'iraq', 'to', 'under', 'al']
tokyo, japan, bangkok, thailand, ['thailand', 'post', 'wales', 'turkish', 'basel']
tokyo, japan, beijing, china, ['of', 'the', 'china', 'in', 'to']
tokyo, japan, berlin, germany, ['the', 'in', 'of', 'one', 'and']
tokyo, japan, bern, switzerland, ['switzerland', 'berne', 'canton', 'township', 'oppidum']
tokyo, japan, cairo, egypt, ['egypt', 'al', 'alexandria', 'to', 'was']
tokyo, japan, canberra, australia, ['australia', 'australian', 'capital', 'house', 'territory']
tokyo, japan, hanoi, vietnam, ['vietnam', 'rocks', 'penh', 'vientiane', 'drummer']
tokyo, japan, havana, cuba, ['cuba', 'embassy', 'cuban', 'via', 'economy']
tokyo, japan, helsinki, finland, ['finland', 'image', 'vantaa', 'polytechnic', 'jpg']
tokyo, japan, islamabad, pakistan, ['pakistan', 'karachi', 'lahore', 'mosque', 'asking']
tokyo, japan, kabul, afghanistan, ['afghanistan', 'was', 'city', 'from', 'river']
tokyo, japan, london, england, ['the', 'in', 'of', 'one', 'and']
tokyo, japan, madrid, spain, ['real', 'de', 'the', 'of', 'to']
tokyo, japan, moscow, russia, ['in', 'the', 'of', 'to', 'one']
tokyo, japan, oslo, norway, ['accords', 'norway', 'peace', 'no', 'irc']
tokyo, japan, ottawa, canada, ['canada', 'ontario', 'treaty', 'club', 'valley']
tokyo, japan, paris, france, ['in', 'the', 'one', 'of', 'to']
tokyo, japan, rome, italy, ['the', 'in', 'of', 'to', 'and']
tokyo, japan, stockholm, sweden, ['sweden', 'foundation', 'technology', 'royal', 'se']
tokyo, japan, tehran, iran, ['iran', 'iranian', 'regime', 'technology', 'embassy']
accra, ghana, algiers, algeria, ['the', 'of', 'in', 'one', 'by']
accra, ghana, amman, jordan, ['jordan', 'jacob', 'aqaba', 'area', 'fm']
accra, ghana, ankara, turkey, ['of', 'the', 'in', 'one', 'nine']
accra, ghana, antananarivo, madagascar, ['madagascar', 'mahajanga', 'demographics', 'province', 'diana']
accra, ghana, asmara, eritrea, ['one', 'with', 'telephone', 'mailing', 'nine']
accra, ghana, astana, kazakhstan, ['almaty', 'qazaqstan', 'atyrau', 'kazakhstan', 'each']
accra, ghana, athens, greece, ['of', 'the', 'in', 'and', 'to']
accra, ghana, baghdad, iraq, ['of', 'the', 'in', 'and', 'one']
accra, ghana, baku, azerbaijan, ['the', 'in', 'of', 'azerbaijan', 'on']
accra, ghana, bamako, mali, ['convention', 'has', 'six', 'under', 'mosque']
accra, ghana, bangkok, thailand, ['thailand', 'post', 'international', 'two', 'university']
accra, ghana, beijing, china, ['the', 'of', 'in', 'and', 'to']
accra, ghana, beirut, lebanon, ['in', 'the', 'of', 'and', 'one']
accra, ghana, belgrade, serbia, ['in', 'the', 'to', 'of', 'one']
accra, ghana, berlin, germany, ['the', 'in', 'of', 'one', 'and']
accra, ghana, bern, switzerland, ['of', 'in', 'switzerland', 'one', 'berne']
accra, ghana, bishkek, kyrgyzstan, ['is', 'oblasty', 'a', 'one', 'kyrgyzstan']
accra, ghana, bratislava, slovakia, ['one', 'the', 'in', 'nine', 'of']
accra, ghana, brussels, belgium, ['the', 'in', 'of', 'and', 'one']
accra, ghana, bucharest, romania, ['one', 'nine', 'of', 'eight', 'to']
accra, ghana, budapest, hungary, ['in', 'one', 'of', 'hungary', 'the']
accra, ghana, bujumbura, burundi, ['burundi', 'provinces', 'administrative', 'note', 'airports']
accra, ghana, cairo, egypt, ['in', 'the', 'of', 'and', 'to']
accra, ghana, canberra, australia, ['one', 'the', 'in', 'of', 'australia']
accra, ghana, caracas, venezuela, ['venezuela', 'one', 'nine', 'de', 'el']
accra, ghana, chisinau, moldova, ['moldova', 'one', 'center', 'transnistria', 'balti']
accra, ghana, conakry, guinea, ['guinea', 'region', 'zone', 'nine', 'one']
accra, ghana, copenhagen, denmark, ['the', 'in', 'of', 'one', 'and']
accra, ghana, dakar, senegal, ['rally', 'paris', 'senegal', 'one', 'nine']
accra, ghana, damascus, syria, ['of', 'the', 'and', 'to', 'in']
accra, ghana, dhaka, bangladesh, ['university', 'chittagong', 'bangladesh', 'sylhet', 'with']
accra, ghana, doha, qatar, ['qatar', 'near', 'trade', 'royal', 'can']
accra, ghana, dublin, ireland, ['the', 'in', 'of', 'and', 'one']
algiers, algeria, amman, jordan, ['jordan', 'capital', 'jacob', 'aqaba', 'area']
algiers, algeria, ankara, turkey, ['turkey', 'turkish', 'citadel', 'nine', 'three']
algiers, algeria, antananarivo, madagascar, ['madagascar', 'mahajanga', 'regions', 'diana', 'around']
algiers, algeria, asmara, eritrea, ['capital', 'telephone', 'mailing', 'president', 'street']
algiers, algeria, astana, kazakhstan, ['almaty', 'qazaqstan', 'atyrau', 'kazakhstan', 'each']
algiers, algeria, athens, greece, ['of', 'the', 'in', 'and', 'to']
algiers, algeria, baghdad, iraq, ['of', 'in', 'the', 'and', 'to']
algiers, algeria, baku, azerbaijan, ['azerbaijan', 'is', 'oil', 'are', 'on']
algiers, algeria, bamako, mali, ['convention', 'has', 'timbuktu', 'each', 'small']
algiers, algeria, bangkok, thailand, ['thailand', 'post', 'international', 'university', 'airlines']
algiers, algeria, beijing, china, ['the', 'in', 'of', 'and', 'to']
algiers, algeria, beirut, lebanon, ['in', 'and', 'lebanon', 'of', 'nine']
algiers, algeria, belgrade, serbia, ['in', 'serbia', 'to', 'and', 'kosovo']
algiers, algeria, berlin, germany, ['the', 'in', 'of', 'one', 'and']
algiers, algeria, bern, switzerland, ['switzerland', 'berne', 'or', 'new', 'wisconsin']
algiers, algeria, bishkek, kyrgyzstan, ['oblasty', 'is', 'kyrgyzstan', 'near', 'jalal']
algiers, algeria, bratislava, slovakia, ['slovakia', 'castle', 'nine', 'photo', 'gallery']
algiers, algeria, brussels, belgium, ['the', 'in', 'and', 'of', 'one']
algiers, algeria, bucharest, romania, ['romania', 'nine', 'patriarchate', 'danube', 'eight']
algiers, algeria, budapest, hungary, ['hungary', 'nine', 'one', 'in', 'university']
algiers, algeria, bujumbura, burundi, ['capital', 'burundi', 'administrative', 'note', 'airports']
algiers, algeria, cairo, egypt, ['in', 'the', 'and', 'egypt', 'to']
algiers, algeria, canberra, australia, ['australia', 'nine', 'australian', 'university', 'one']
algiers, algeria, caracas, venezuela, ['venezuela', 'day', 'de', 'bogot', 'they']
algiers, algeria, chisinau, moldova, ['moldova', 'center', 'transnistria', 'balti', 'maps']
algiers, algeria, conakry, guinea, ['guinea', 'capital', 'region', 'zone', 'prefecture']
algiers, algeria, copenhagen, denmark, ['the', 'in', 'of', 'one', 'and']
algiers, algeria, dakar, senegal, ['rally', 'paris', 'senegal', 'g', 'york']
algiers, algeria, damascus, syria, ['of', 'the', 'and', 'to', 'in']
algiers, algeria, dhaka, bangladesh, ['university', 'chittagong', 'bangladesh', 'sylhet', 'medical']
algiers, algeria, doha, qatar, ['qatar', 'near', 'royal', 'dubai', 'can']
algiers, algeria, dublin, ireland, ['the', 'in', 'of', 'and', 'one']
algiers, algeria, gaborone, botswana, ['near', 'elephants', 'african', 'central', 'kgalagadi']
amman, jordan, ankara, turkey, ['of', 'the', 'in', 'and', 'turkey']
amman, jordan, antananarivo, madagascar, ['madagascar', 'mahajanga', 'demographics', 'regions', 'province']
amman, jordan, asmara, eritrea, ['telephone', 'president', 'with', 'mailing', 'street']
amman, jordan, astana, kazakhstan, ['almaty', 'qazaqstan', 'atyrau', 'kazakhstan', 'each']
amman, jordan, athens, greece, ['of', 'the', 'in', 'and', 'to']
amman, jordan, baghdad, iraq, ['of', 'the', 'in', 'and', 'to']
amman, jordan, baku, azerbaijan, ['the', 'of', 'in', 'azerbaijan', 'is']
amman, jordan, bamako, mali, ['convention', 'has', 'under', 'mosque', 'timbuktu']
amman, jordan, bangkok, thailand, ['thailand', 'post', 'international', 'university', 'eight']
