athens, greece, baghdad, iraq, ['iraq', 'al', 'abbasid', 'battery', 'province', 'international', 'caliph', 'caliphs', 'iraqi', 'airport']
helsinki, finland, islamabad, pakistan, ['pakistan', 'karachi', 'lahore', 'mosque', 'asking', 'aka', 'destined', 'intercontinental', 'jeddah', 'these']
helsinki, finland, kabul, afghanistan, ['the', 'in', 'and', 'afghanistan', 'to', 'from', 'was', 'city', 'one', 'river']
helsinki, finland, london, england, ['the', 'in', 'of', 'one', 'and', 'to', 'nine', 'zero', 'a', 'two']
helsinki, finland, madrid, spain, ['the', 'in', 'one', 'real', 'de', 'of', 'and', 'to', 'zero', 'spain']
helsinki, finland, moscow, russia, ['in', 'the', 'of', 'to', 'and', 'one', 'nine', 'was', 'a', 'zero']
helsinki, finland, oslo, norway, ['accords', 'norway', 'peace', 'no', 'three', 'irc', 'israel', 'now', 'since', 'christiania']
helsinki, finland, ottawa, canada, ['canada', 'ontario', 'treaty', 'to', 'valley', 'curling', 'club', 'citizen', 'day', 'montreal']
helsinki, finland, paris, france, ['in', 'the', 'one', 'of', 'and', 'to', 'nine', 'eight', 'a', 'france']
helsinki, finland, rome, italy, ['the', 'in', 'of', 'and', 'to', 'one', 'was', 'a', 'at', 'he']
helsinki, finland, stockholm, sweden, ['sweden', 'one', 'in', 'college', 'seven', 'he', 'foundation', 'technology', 'royal', 'se']
helsinki, finland, tehran, iran, ['iran', 'college', 'iranian', 'regime', 'conference', 'embassy', 'sciences', 'medical', 'isfahan', 'american']
helsinki, finland, tokyo, japan, ['and', 'in', 'the', 'one', 'japan', 'nine', 'four', 'narita', 'zero', 'a']
helsinki, finland, athens, greece, ['of', 'the', 'in', 'and', 'to', 'was', 'at', 'a', 'from', 'greece']
helsinki, finland, baghdad, iraq, ['and', 'to', 'in', 'of', 'the', 'was', 'iraq', 'a', 'from', 'under']
helsinki, finland, bangkok, thailand, ['thailand', 'post', 'airlines', 'singapore', 'taipei', 'pacific', 'based', 'week', 'wales', 'incident']
helsinki, finland, beijing, china, ['the', 'in', 'of', 'and', 'china', 'to', 's', 'is', 'a', 'zero']
helsinki, finland, berlin, germany, ['the', 'in', 'of', 'one', 'and', 'to', 'nine', 's', 'west', 'eight']
helsinki, finland, bern, switzerland, ['switzerland', 'berne', 'or', 'wisconsin', 'canton', 'north', 'new', 'township', 'swiss', 'oppidum']
helsinki, finland, cairo, egypt, ['in', 'egypt', 'and', 'to', 'al', 'the', 'alexandria', 'a', 'from', 'at']
helsinki, finland, canberra, australia, ['australia', 'australian', 'territory', 'de', 'institute', 'outside', 'house', 'sydney', 'memorial', 'within']
helsinki, finland, hanoi, vietnam, ['vietnam', 'rocks', 'penh', 'vientiane', 'bombing', 'drummer', 'radio', 'phnom', 'republic', 'outside']
helsinki, finland, havana, cuba, ['cuba', 'embassy', 'cuban', 'were', 'bay', 'after', 'economy', 'province', 'castro', 'seeking']
islamabad, pakistan, kabul, afghanistan, ['the', 'in', 'of', 'and', 'one', 'to', 'from', 'nine', 'was', 'afghanistan']
islamabad, pakistan, london, england, ['the', 'in', 'of', 'one', 'and', 'to', 'nine', 'zero', 'a', 'two']
islamabad, pakistan, madrid, spain, ['the', 'in', 'of', 'one', 'and', 'zero', 'to', 'real', 'de', 'nine']
islamabad, pakistan, moscow, russia, ['in', 'the', 'of', 'and', 'one', 'to', 'nine', 'zero', 'a', 'was']
islamabad, pakistan, oslo, norway, ['the', 'accords', 'of', 'norway', 'in', 'one', 'nine', 'and', 'zero', 'two']
islamabad, pakistan, ottawa, canada, ['the', 'in', 'of', 'and', 'canada', 'to', 'ontario', 'one', 'treaty', 'nine']
islamabad, pakistan, paris, france, ['in', 'the', 'one', 'of', 'and', 'to', 'nine', 'eight', 'a', 'zero']
islamabad, pakistan, rome, italy, ['the', 'in', 'of', 'and', 'to', 'one', 'was', 'a', 'at', 'he']
islamabad, pakistan, stockholm, sweden, ['in', 'sweden', 'one', 'the', 'of', 'nine', 'and', 'university', 'to', 'two']
islamabad, pakistan, tehran, iran, ['in', 'university', 'of', 'the', 'iran', 'technology', 'one', 'and', 'college', 'nine']
islamabad, pakistan, tokyo, japan, ['the', 'in', 'of', 'and', 'one', 'nine', 'university', 'japan', 'zero', 'two']
islamabad, pakistan, athens, greece, ['of', 'the', 'in', 'and', 'to', 'was', 'at', 'a', 'one', 'from']
islamabad, pakistan, baghdad, iraq, ['the', 'of', 'in', 'and', 'one', 'to', 'zero', 'was', 'a', 'from']
islamabad, pakistan, bangkok, thailand, ['thailand', 'post', 'university', 'international', 'from', 'air', 'zero', 'two', 'four', 'taipei']
islamabad, pakistan, beijing, china, ['the', 'of', 'in', 'and', 'to', 'china', 's', 'university', 'is', 'zero']
islamabad, pakistan, berlin, germany, ['the', 'in', 'of', 'one', 'and', 'to', 'nine', 's', 'eight', 'a']
islamabad, pakistan, bern, switzerland, ['of', 'the', 'in', 'switzerland', 'berne', 'one', 'and', 'nine', 'or', 'new']
islamabad, pakistan, cairo, egypt, ['in', 'the', 'of', 'and', 'to', 'egypt', 'one', 'a', 'at', 'from']
islamabad, pakistan, canberra, australia, ['the', 'one', 'of', 'in', 'australia', 'nine', 'university', 'australian', 'and', 'zero']
islamabad, pakistan, hanoi, vietnam, ['and', 'vietnam', 'rocks', 'one', 'with', 'of', 'the', 'penh', 'nine', 'vientiane']
islamabad, pakistan, havana, cuba, ['in', 'cuba', 'the', 'and', 'of', 'one', 'to', 'nine', 'a', 'embassy']
islamabad, pakistan, helsinki, finland, ['the', 'of', 'in', 'university', 'and', 'finland', 'one', 'nine', 'zero', 'is']
kabul, afghanistan, london, england, ['the', 'in', 'of', 'one', 'and', 'to', 'nine', 'zero', 'a', 'two']
kabul, afghanistan, madrid, spain, ['real', 'one', 'de', 'the', 'of', 'zero', 'spain', 'in', 'two', 'new']
kabul, afghanistan, moscow, russia, ['in', 'the', 'of', 'one', 'to', 'and', 'nine', 'zero', 'two', 's']
kabul, afghanistan, oslo, norway, ['accords', 'norway', 'peace', 'no', 'three', 'two', 'irc', 'israel', 'now', 'christiania']
kabul, afghanistan, ottawa, canada, ['canada', 'ontario', 'treaty', 'curling', 'club', 'citizen', 'montreal', 'day', 'parliament', 'street']
kabul, afghanistan, paris, france, ['in', 'the', 'one', 'of', 'and', 'to', 'nine', 'eight', 'a', 'france']
kabul, afghanistan, rome, italy, ['the', 'in', 'of', 'to', 'and', 'one', 'was', 'a', 'at', 'he']
kabul, afghanistan, stockholm, sweden, ['sweden', 'technology', 'college', 'university', 'foundation', 'two', 'royal', 'se', 'institute', 'gothenburg']
kabul, afghanistan, tehran, iran, ['iran', 'university', 'technology', 'college', 'conference', 'iranian', 'air', 'regime', 'sciences', 'isfahan']
kabul, afghanistan, tokyo, japan, ['japan', 'university', 'one', 'nine', 'and', 'zero', 'two', 'narita', 'four', 'college']
kabul, afghanistan, athens, greece, ['of', 'the', 'in', 'to', 'and', 'at', 'a', 'was', 'is', 'greece']
kabul, afghanistan, baghdad, iraq, ['of', 'iraq', 'zero', 'al', 'three', 'for', 'abbasid', 'battery', 'province', 'five']
kabul, afghanistan, bangkok, thailand, ['thailand', 'post', 'airlines', 'airways', 'air', 'hong', 'singapore', 'taipei', 'pacific', 'wales']
kabul, afghanistan, beijing, china, ['of', 'in', 'the', 'china', 'university', 'is', 's', 'and', 'to', 'zero']
kabul, afghanistan, berlin, germany, ['the', 'in', 'of', 'one', 'and', 'nine', 'to', 's', 'west', 'eight']
kabul, afghanistan, bern, switzerland, ['switzerland', 'berne', 'or', 'wisconsin', 'canton', 'new', 'township', 'swiss', 'oppidum', 'name']
kabul, afghanistan, cairo, egypt, ['egypt', 'al', 'alexandria', 'has', 'africa', 'for', 'egyptian', 'modern', 'nile', 'conference']
kabul, afghanistan, canberra, australia, ['australia', 'australian', 'house', 'college', 'de', 'institute', 'act', 'national', 'studies', 'memorial']
kabul, afghanistan, hanoi, vietnam, ['vietnam', 'rocks', 'penh', 'vientiane', 'drummer', 'phnom', 'republic', 'band', 'singer', 'sky']
kabul, afghanistan, havana, cuba, ['cuba', 'cuban', 'via', 'bay', 'economy', 'embassy', 'province', 'castro', 'seeking', 'mexico']
kabul, afghanistan, helsinki, finland, ['finland', 'university', 'metropolitan', 'image', 'vantaa', 'also', 'is', 'jpg', 'polytechnic', 'map']
kabul, afghanistan, islamabad, pakistan, ['pakistan', 'karachi', 'lahore', 'mosque', 'asking', 'airlines', 'aka', 'destined', 'intercontinental', 'jeddah']
london, england, madrid, spain, ['real', 'de', 'spain', 'universidad', 'publicacion', 'fault', 'del', 'la', 'franco', 'earthquake']
london, england, moscow, russia, ['russia', 'russian', 'soviet', 'state', 'peace', 'kremlin', 'jpg', 'metro', 'patriarch', 'patriarchate']
london, england, oslo, norway, ['accords', 'norway', 'peace', 'irc', 'christiania', 'israel', 'palestinians', 'finland', 'stockholm', 'agreements']
london, england, ottawa, canada, ['canada', 'ontario', 'curling', 'citizen', 'valley', 'chippewa', 'rideau', 'riel', 'senators', 'potawatomi']
london, england, paris, france, ['france', 'de', 'treaty', 'peace', 'french', 'louvre', 'la', 'commune', 'le', 'du']
london, england, rome, italy, ['ancient', 'pope', 'italy', 'roman', 'bc', 'greece', 'caesar', 'borghese', 'constantinople', 'statute']
london, england, stockholm, sweden, ['sweden', 'technology', 'gothenburg', 'foundation', 'se', 'governors', 'ping', 'kista', 'estonia', 'archipelago']
london, england, tehran, iran, ['iran', 'technology', 'regime', 'isfahan', 'yalta', 'aerospace', 'iranian', 'alaska', 'commitment', 'najibullah']
london, england, tokyo, japan, ['japan', 'narita', 'disneyland', 'japanese', 'subway', 'edo', 'osaka', 'bay', 'mitsubishi', 'kobe']
london, england, athens, greece, ['greece', 'acropolis', 'ancient', 'greek', 'bc', 'sparta', 'athenian', 'thebes', 'municipality', 'attica']
london, england, baghdad, iraq, ['iraq', 'abbasid', 'battery', 'caliph', 'caliphs', 'iraqi', 'province', 'al', 'batteries', 'tigris']
london, england, bangkok, thailand, ['thailand', 'manila', 'bangalore', 'pyongyang', 'varig', 'thai', 'taipei', 'basel', 'qantas', 'turkish']
london, england, beijing, china, ['china', 'chinese', 'municipality', 'urban', 'dialect', 'mandarin', 'technology', 'cbd', 'travel', 'peking']
london, england, berlin, germany, ['wall', 'germany', 'west', 'german', 'east', 'der', 'brandenburg', 'blockade', 'isaiah', 'irving']
london, england, bern, switzerland, ['switzerland', 'berne', 'canton', 'wisconsin', 'township', 'oppidum', 'kansas', 'swiss', 'einstein', 'htl']
london, england, cairo, egypt, ['egypt', 'al', 'alexandria', 'nile', 'coptic', 'gaza', 'arab', 'el', 'damascus', 'azhar']
london, england, canberra, australia, ['australian', 'australia', 'carta', 'liner', 'territory', 'magna', 'melbourne', 'crespigny', 'joh', 'hmas']
london, england, hanoi, vietnam, ['vietnam', 'rocks', 'penh', 'vientiane', 'phnom', 'drummer', 'han', 'regimes', 'hanja', 'undefended']
london, england, havana, cuba, ['cuba', 'cuban', 'bay', 'castro', 'shorthair', 'luciano', 'exchanged', 'dominates', 'zimmerman', 'santiago']
london, england, helsinki, finland, ['finland', 'vantaa', 'polytechnic', 'jpg', 'finnish', 'fi', 'espoo', 'image', 'accords', 'webcam']
london, england, islamabad, pakistan, ['pakistan', 'lahore', 'karachi', 'mosque', 'asking', 'intercontinental', 'jeddah', 'faisal', 'aka', 'destined']
london, england, kabul, afghanistan, ['afghanistan', 'kandahar', 'afghan', 'captured', 'shah', 'river', 'peshawar', 'valley', 'weekly', 'mohammad']
madrid, spain, moscow, russia, ['in', 'the', 'of', 'to', 'and', 'one', 'nine', 'was', 's', 'with']
madrid, spain, oslo, norway, ['accords', 'norway', 'peace', 'no', 'irc', 'university', 'now', 'christiania', 'israel', 'palestinians']
madrid, spain, ottawa, canada, ['canada', 'ontario', 'treaty', 'valley', 'curling', 'citizen', 'club', 'montreal', 'canadian', 'kingston']
madrid, spain, paris, france, ['in', 'the', 'one', 'of', 'and', 'to', 'nine', 'eight', 'a', 'france']
madrid, spain, rome, italy, ['in', 'the', 'of', 'and', 'to', 'one', 'was', 'a', 'at', 'he']
madrid, spain, stockholm, sweden, ['sweden', 'university', 'technology', 'college', 'foundation', 'se', 'institute', 'gothenburg', 'governors', 'convention']
madrid, spain, tehran, iran, ['iran', 'university', 'technology', 'college', 'iranian', 'embassy', 'sciences', 'medical', 'isfahan', 'regime']
madrid, spain, tokyo, japan, ['japan', 'university', 'and', 'narita', 'nine', 'college', 'japanese', 'disneyland', 'park', 'subway']
madrid, spain, athens, greece, ['of', 'the', 'in', 'and', 'to', 'was', 'at', 'a', 'greece', 'from']
madrid, spain, baghdad, iraq, ['iraq', 'al', 'abbasid', 'battery', 'caliph', 'caliphs', 'province', 'iraqi', 'was', 'railway']
madrid, spain, bangkok, thailand, ['thailand', 'post', 'singapore', 'taipei', 'pacific', 'hong', 'week', 'wales', 'incident', 'beijing']
madrid, spain, beijing, china, ['china', 'of', 'university', 'in', 'and', 's', 'is', 'the', 'to', 'chinese']
madrid, spain, berlin, germany, ['the', 'in', 'of', 'one', 'and', 'nine', 'to', 'west', 's', 'eight']
madrid, spain, bern, switzerland, ['switzerland', 'berne', 'wisconsin', 'canton', 'or', 'township', 'swiss', 'oppidum', 'kansas', 'york']
madrid, spain, cairo, egypt, ['egypt', 'al', 'alexandria', 'university', 'africa', 'egyptian', 'american', 'nile', 'arab', 'coptic']
madrid, spain, canberra, australia, ['australia', 'australian', 'university', 'national', 'capital', 'institute', 'territory', 'house', 'act', 'college']
madrid, spain, hanoi, vietnam, ['vietnam', 'rocks', 'penh', 'vientiane', 'drummer', 'phnom', 'moscow', 'radio', 'b', 'bombing']
madrid, spain, havana, cuba, ['cuba', 'embassy', 'cuban', 'bay', 'economy', 'seeking', 'via', 'castro', 'man', 'shorthair']
madrid, spain, helsinki, finland, ['finland', 'university', 'image', 'vantaa', 'polytechnic', 'metropolitan', 'jpg', 'finnish', 'area', 'map']
madrid, spain, islamabad, pakistan, ['pakistan', 'karachi', 'lahore', 'mosque', 'asking', 'these', 'education', 'aka', 'destined', 'intercontinental']
madrid, spain, kabul, afghanistan, ['afghanistan', 'city', 'river', 'kandahar', 'afghan', 'but', 'from', 'by', 'was', 'valley']
madrid, spain, london, england, ['the', 'in', 'of', 'one', 'and', 'to', 'nine', 'zero', 'a', 'two']
moscow, russia, oslo, norway, ['accords', 'norway', 'no', 'irc', 'israel', 'christiania', 'palestinians', 'stockholm', 'copenhagen', 'museum']
moscow, russia, ottawa, canada, ['canada', 'ontario', 'valley', 'curling', 'treaty', 'club', 'montreal', 'citizen', 'parliament', 'canadian']
moscow, russia, paris, france, ['in', 'the', 'one', 'of', 'and', 'to', 'eight', 'nine', 'france', 'de']
moscow, russia, rome, italy, ['of', 'the', 'in', 'and', 'to', 'was', 'one', 'a', 'at', 'ancient']
moscow, russia, stockholm, sweden, ['sweden', 'technology', 'college', 'foundation', 'se', 'gothenburg', 'governors', 'royal', 'convention', 'ping']
moscow, russia, tehran, iran, ['iran', 'technology', 'iranian', 'regime', 'isfahan', 'sciences', 'alaska', 'starting', 'polytechnic', 'imperial']
moscow, russia, tokyo, japan, ['japan', 'university', 'narita', 'college', 'japanese', 'disneyland', 'park', 'subway', 'edo', 'osaka']
moscow, russia, athens, greece, ['of', 'at', 'greece', 'ancient', 'is', 'acropolis', 'greek', 'that', 'was', 'bc']
moscow, russia, baghdad, iraq, ['iraq', 'al', 'abbasid', 'province', 'battery', 'caliph', 'caliphs', 'airport', 'iraqi', 'railway']
moscow, russia, bangkok, thailand, ['thailand', 'post', 'airlines', 'singapore', 'taipei', 'hong', 'wales', 'sung', 'basel', 'manila']
moscow, russia, beijing, china, ['china', 'university', 'is', 'chinese', 'urban', 'municipality', 'dialect', 'opera', 'capital', 'mandarin']
moscow, russia, berlin, germany, ['the', 'of', 'in', 'one', 'and', 'west', 'wall', 'nine', 'east', 'eight']
moscow, russia, bern, switzerland, ['switzerland', 'berne', 'wisconsin', 'canton', 'township', 'swiss', 'oppidum', 'kansas', 'indiana', 'north']
moscow, russia, cairo, egypt, ['egypt', 'al', 'alexandria', 'africa', 'nile', 'arab', 'egyptian', 'coptic', 'live', 'modern']
moscow, russia, canberra, australia, ['australia', 'australian', 'house', 'capital', 'de', 'act', 'memorial', 'carta', 'territory', 'national']
moscow, russia, hanoi, vietnam, ['rocks', 'vietnam', 'penh', 'bombing', 'drummer', 'phnom', 'thus', 'ruled', 'surrounding', 'rejected']
moscow, russia, havana, cuba, ['cuba', 'cuban', 'embassy', 'via', 'bay', 'province', 'castro', 'economy', 'mexico', 'shorthair']
moscow, russia, helsinki, finland, ['finland', 'vantaa', 'polytechnic', 'university', 'metropolitan', 'map', 'finnish', 'fi', 'espoo', 'airport']
moscow, russia, islamabad, pakistan, ['pakistan', 'karachi', 'lahore', 'mosque', 'asking', 'airlines', 'introduction', 'aka', 'destined', 'intercontinental']
moscow, russia, kabul, afghanistan, ['afghanistan', 'kandahar', 'river', 'afghan', 'valley', 'captured', 'daily', 'shah', 'weekly', 'british']
moscow, russia, london, england, ['the', 'of', 'in', 'one', 'and', 'nine', 'to', 'zero', 'a', 'two']
moscow, russia, madrid, spain, ['real', 'de', 'spain', 'universidad', 'new', 'la', 'publicacion', 'spanish', 'fault', 'del']
oslo, norway, ottawa, canada, ['in', 'canada', 'ontario', 'to', 'treaty', 'and', 'is', 'club', 'valley', 'from']
oslo, norway, paris, france, ['in', 'the', 'one', 'of', 'and', 'to', 'nine', 'eight', 'a', 'france']
oslo, norway, rome, italy, ['in', 'the', 'of', 'and', 'to', 'one', 'was', 'a', 'at', 'he']
oslo, norway, stockholm, sweden, ['sweden', 'in', 'one', 'of', 'university', 'college', 'to', 'technology', 'he', 'seven']
oslo, norway, tehran, iran, ['iran', 'university', 'technology', 'college', 'iranian', 'air', 'conference', 'regime', 'embassy', 'sciences']
oslo, norway, tokyo, japan, ['in', 'and', 'of', 'the', 'one', 'japan', 'university', 'nine', 'is', 'a']
oslo, norway, athens, greece, ['of', 'the', 'in', 'and', 'to', 'at', 'was', 'a', 'is', 'from']
oslo, norway, baghdad, iraq, ['of', 'in', 'and', 'to', 'the', 'is', 'a', 'from', 'was', 'iraq']
oslo, norway, bangkok, thailand, ['thailand', 'post', 'international', 'air', 'airlines', 'hong', 'taipei', 'airways', 'pacific', 'week']
oslo, norway, beijing, china, ['of', 'in', 'the', 'and', 'to', 'china', 's', 'is', 'university', 'a']
oslo, norway, berlin, germany, ['the', 'in', 'of', 'one', 'and', 'to', 'nine', 's', 'west', 'eight']
oslo, norway, bern, switzerland, ['switzerland', 'berne', 'or', 'wisconsin', 'new', 'canton', 'north', 'township', 'swiss', 'oppidum']
oslo, norway, cairo, egypt, ['in', 'egypt', 'and', 'to', 'of', 'the', 'al', 'is', 'a', 'at']
oslo, norway, canberra, australia, ['australia', 'australian', 'capital', 'is', 'house', 'national', 'university', 'territory', 'college', 'act']
oslo, norway, hanoi, vietnam, ['vietnam', 'rocks', 'penh', 'vientiane', 'drummer', 'bombing', 'with', 'republic', 'moscow', 'phnom']
oslo, norway, havana, cuba, ['cuba', 'in', 'embassy', 'cuban', 'bay', 'around', 'economy', 'via', 'for', 'province']
oslo, norway, helsinki, finland, ['of', 'in', 'finland', 'university', 'is', 's', 'also', 'metropolitan', 'image', 'vantaa']
oslo, norway, islamabad, pakistan, ['pakistan', 'karachi', 'lahore', 'mosque', 'capital', 'asking', 'is', 'it', 'introduction', 'aka']
